=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.11.04 18:00:54 =~=~=~=~=~=~=~=~=~=~=~=
7�B�4014, 0
4006, 0
3990, 0
3989, 0
4008, 0
3984, 0
3999, 0
4006, 0
3998, 0
3999, 0
4010, 0
4016, 0
4011, 0
3998, 0
3982, 0
4013, 0
4007, 0
4017, 0
3998, 0
3989, 0
4011, 0
4013, 0
4005, 0
4016, 0
4007, 0
4002, 0
4007, 0
3976, 0
4004, 0
4009, 0
4005, 0
3990, 0
4006, 0
3789, 0
3043, 0
2579, 0
2193, 0
1857, 0
1584, 0
1361, 0
1183, 0
1074, 0
989, 0
930, 0
928, 0
929, 0
965, 0
1008, 0
1080, 1
1133, 1
1190, 1
1251, 1
1313, 1
1367, 1
1407, 1
1447, 1
1482, 1
1505, 1
1519, 1
1520, 1
1552, 1
1588, 1
1670, 1
1840, 1
2069, 1
2347, 1
2660, 1
2986, 1
3344, 1
3728, 1
3991, 1
3986, 1
4001, 1
3998, 1
3873, 1
3554, 1
3247, 1
2974, 1
2725, 1
2477, 1
2240, 1
2007, 1
1806, 1
1610, 1
1427, 1
1291, 1
1171, 1
1105, 1
1058, 1
1055, 1
1086, 1
1134, 1
1210, 1
1302, 1
1386, 1
1460, 1
1523, 1
1578, 1
1616, 1
1638, 1
1648, 1
1647, 1
1630, 1
1607, 1
1575, 1
1533, 1
1503, 1
1465, 1
1433, 1
1408, 1
1392, 1
1389, 1
1392, 1
1395, 1
1394, 1
1402, 1
1410, 1
1421, 1
1441, 1
1497, 1
1593, 1
1752, 1
1999, 1
2302, 1
2625, 1
2949, 1
3299, 1
3677, 1
3969, 1
4011, 1
3994, 1
3933, 1
3675, 1
3376, 1
3088, 1
2839, 1
2604, 1
2359, 1
2105, 1
1874, 1
1649, 1
1451, 1
1286, 1
1164, 1
1072, 1
1049, 1
1017, 1
1045, 1
1092, 2
1168, 2
1247, 2
1331, 2
1415, 2
1482, 2
1535, 2
1585, 2
1616, 2
1632, 2
1631, 2
1632, 2
1639, 2
1616, 2
1591, 2
1578, 2
1556, 2
1527, 2
1511, 2
1490, 2
1472, 2
1471, 2
1473, 2
1467, 2
1462, 2
1455, 2
1461, 2
1461, 2
1477, 2
1518, 2
1609, 2
1767, 2
2010, 2
2309, 2
2617, 2
2910, 2
3216, 2
3504, 2
3712, 2
3790, 2
3698, 2
3508, 2
3267, 2
3023, 2
2795, 2
2528, 2
2285, 2
2038, 2
1811, 2
1584, 2
1387, 2
1219, 2
1088, 2
994, 2
942, 2
935, 2
959, 2
1020, 2
1110, 2
1197, 2
1296, 2
1390, 2
1488, 2
1566, 2
1618, 2
1662, 2
1686, 2
1711, 2
1697, 2
1682, 2
1680, 2
1648, 2
1616, 2
1589, 2
1550, 2
1520, 2
1488, 2
1473, 2
1454, 2
1440, 2
1429, 2
1436, 2
1425, 2
1436, 2
1430, 2
1441, 2
1453, 2
1487, 2
1552, 2
1682, 2
1874, 2
2145, 2
2453, 2
2758, 2
3058, 2
3354, 2
3591, 2
3728, 2
3696, 2
3537, 2
3329, 3
3081, 3
2839, 3
2608, 3
2362, 3
2131, 3
1902, 3
1670, 3
1455, 3
1291, 3
1146, 3
1041, 3
976, 3
954, 3
979, 3
1021, 3
1093, 3
1177, 3
1288, 3
1389, 3
1487, 3
1574, 3
1638, 3
1682, 3
1728, 3
1749, 3
1744, 3
1717, 3
1678, 3
1643, 3
1603, 3
1551, 3
1506, 3
1477, 3
1440, 3
1414, 3
1387, 3
1377, 3
1387, 3
1394, 3
1413, 3
1419, 3
1430, 3
1456, 3
1477, 3
1520, 3
1601, 3
1746, 3
1997, 3
2287, 3
2608, 3
2911, 3
3223, 3
3499, 3
3696, 3
3773, 3
3687, 3
3472, 3
3220, 3
2974, 3
2717, 3
2473, 3
2225, 3
1986, 3
1761, 3
1547, 3
1345, 3
1197, 3
1078, 3
989, 3
944, 3
944, 3
976, 3
1063, 3
1152, 3
1264, 3
1373, 3
1474, 3
1575, 3
1647, 3
1709, 3
1742, 3
1759, 3
1758, 3
1740, 3
1722, 3
1680, 3
1637, 3
1599, 3
1563, 3
1511, 3
1488, 3
1459, 3
1426, 3
1414, 3
1409, 3
1398, 3
1409, 3
1418, 3
1431, 3
1455, 4
1511, 4
1590, 4
1718, 4
1936, 4
2221, 4
2534, 4
2850, 4
3167, 4
3495, 4
3756, 4
3899, 4
3893, 4
3705, 4
3459, 4
3195, 4
2929, 4
2682, 4
2425, 4
2189, 4
1937, 4
1726, 4
1522, 4
1339, 4
1185, 4
1072, 4
998, 4
969, 4
981, 4
1039, 4
1104, 4
1195, 4
1297, 4
1392, 4
1482, 4
1568, 4
1630, 4
1671, 4
1709, 4
1710, 4
1702, 4
1691, 4
1680, 4
1654, 4
1618, 4
1597, 4
1550, 4
1520, 4
1493, 4
1472, 4
1451, 4
1439, 4
1424, 4
1401, 4
1415, 4
1412, 4
1422, 4
