=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.11.04 17:25:44 =~=~=~=~=~=~=~=~=~=~=~=
B�!�!�1192, 0
1251, 0
1344, 0
1445, 0
1615, 0
1890, 0
2198, 0
2574, 0
2987, 0
3555, 0
3971, 0
3998, 0
4018, 0
3987, 0
3991, 0
3983, 0
4000, 0
3993, 0
3987, 0
3985, 0
3923, 0
3415, 0
3119, 0
2829, 0
2621, 0
2426, 0
2220, 0
2039, 0
1869, 0
1725, 0
1590, 0
1463, 0
1344, 0
1265, 0
1227, 0
1203, 0
1215, 0
1231, 0
1279, 0
1346, 0
1392, 0
1481, 0
1581, 0
1639, 0
1680, 0
1742, 0
1759, 0
1767, 1
1792, 1
1782, 1
1779, 1
1733, 1
1731, 1
1648, 1
1601, 1
1547, 1
1488, 1
1470, 1
1437, 1
1383, 1
1354, 1
1360, 1
1356, 1
1303, 1
1309, 1
1295, 1
1291, 1
1314, 1
1295, 1
1330, 1
1323, 1
1305, 1
1337, 1
1360, 1
1467, 1
1597, 1
1803, 1
2102, 1
2458, 1
2863, 1
3350, 1
3991, 1
3984, 1
4031, 1
3994, 1
4011, 1
3995, 1
3987, 1
4010, 1
4035, 1
3570, 1
3158, 1
2889, 1
2624, 1
2391, 1
2222, 1
2032, 1
1860, 1
1715, 1
1619, 1
1479, 1
1347, 1
1241, 1
1104, 1
1008, 1
989, 1
942, 1
958, 1
1001, 1
1054, 1
1119, 1
1234, 1
1307, 1
1410, 1
1479, 1
1531, 1
1580, 1
1598, 1
1600, 1
1613, 1
1604, 1
1606, 1
1571, 1
1517, 1
1531, 1
1467, 1
1415, 1
1409, 1
1386, 1
1342, 1
1316, 1
1286, 1
1281, 1
1311, 1
1312, 1
1327, 1
1311, 1
1360, 1
1393, 1
1419, 1
1458, 1
1509, 1
1515, 1
1527, 1
1555, 1
1563, 1
1611, 1
1647, 2
1722, 2
1864, 2
2079, 2
2384, 2
2738, 2
3120, 2
3703, 2
4002, 2
3962, 2
3986, 2
3995, 2
3993, 2
3975, 2
3984, 2
4032, 2
4002, 2
3885, 2
3344, 2
2991, 2
2686, 2
2429, 2
2145, 2
1907, 2
1712, 2
1571, 2
1373, 2
1204, 2
1075, 2
989, 2
912, 2
913, 2
907, 2
945, 2
982, 2
1091, 2
1197, 2
1297, 2
1429, 2
1515, 2
1571, 2
1659, 2
1652, 2
1697, 2
1702, 2
1682, 2
1659, 2
1649, 2
1635, 2
1607, 2
1545, 2
1508, 2
1461, 2
1445, 2
1426, 2
1456, 2
1488, 2
1515, 2
1562, 2
1592, 2
1626, 2
1664, 2
1653, 2
1629, 2
1618, 2
1621, 2
1595, 2
1565, 2
1535, 2
1520, 2
1529, 2
1520, 2
1614, 2
1711, 2
1874, 2
2128, 2
2422, 2
2735, 2
3042, 2
3421, 2
3840, 2
4004, 2
4007, 2
3999, 2
3967, 2
3893, 2
3533, 2
3190, 2
2927, 2
2679, 2
2423, 2
2195, 2
2031, 2
1842, 2
1679, 2
1521, 2
1375, 2
1279, 2
1222, 2
1142, 2
1125, 3
1093, 3
1133, 3
1146, 3
1201, 3
1313, 3
1362, 3
1451, 3
1562, 3
1637, 3
1733, 3
1777, 3
1869, 3
1891, 3
1899, 3
1867, 3
1851, 3
1821, 3
1751, 3
1739, 3
1637, 3
1622, 3
1551, 3
1493, 3
1475, 3
1470, 3
1457, 3
1411, 3
1409, 3
1405, 3
1393, 3
1428, 3
1441, 3
1437, 3
1457, 3
1450, 3
1443, 3
1487, 3
1488, 3
1487, 3
1513, 3
1515, 3
1529, 3
1680, 3
1847, 3
2091, 3
2389, 3
2736, 3
3079, 3
3473, 3
3901, 3
3975, 3
4023, 3
