,3990,0
0,4000,0.0
1,3980,0.0
2,3998,0.0
3,3998,0.0
4,3991,0.0
5,4003,0.0
6,4001,0.0
7,3996,0.0
8,4000,0.0
9,3998,0.0
10,3979,0.0
11,3998,0.0
12,3991,0.0
13,3999,0.0
14,3997,0.0
15,3995,0.0
16,4048,0.0
17,3998,0.0
18,3994,0.0
19,3991,0.0
20,4000,0.0
21,3994,0.0
22,3991,0.0
23,3995,0.0
24,3999,0.0
25,3998,0.0
26,3997,0.0
27,4003,0.0
28,4000,0.0
29,4001,0.0
30,4001,0.0
31,3994,0.0
32,4003,0.0
33,3991,0.0
34,4009,0.0
35,3994,0.0
36,4005,0.0
37,4007,0.0
38,3989,0.0
39,3996,0.0
40,3998,0.0
41,4002,0.0
42,4002,0.0
43,4000,0.0
44,3999,0.0
45,3993,0.0
46,3998,0.0
47,4003,0.0
48,3997,0.0
49,3995,1.0
50,4001,1.0
51,3997,1.0
52,3997,1.0
53,3993,1.0
54,3995,1.0
55,3994,1.0
56,3965,1.0
57,3997,1.0
58,3991,1.0
59,3995,1.0
60,3995,1.0
61,3997,1.0
62,3988,1.0
63,3996,1.0
64,3986,1.0
65,4006,1.0
66,3988,1.0
67,3998,1.0
68,3999,1.0
69,4016,1.0
70,3999,1.0
71,3995,1.0
72,4002,1.0
73,3989,1.0
74,3995,1.0
75,3994,1.0
76,3989,1.0
77,4019,1.0
78,3994,1.0
79,4005,1.0
80,3995,1.0
81,3987,1.0
82,4001,1.0
83,3993,1.0
84,3998,1.0
85,3999,1.0
86,3999,1.0
87,3978,1.0
88,3999,1.0
89,3997,1.0
90,3995,1.0
91,3969,1.0
92,3994,1.0
93,4001,1.0
94,4002,1.0
95,4003,1.0
96,4002,1.0
97,3725,1.0
98,3069,1.0
99,2640,1.0
100,2283,1.0
101,1967,1.0
102,1712,1.0
103,1503,1.0
104,1350,1.0
105,1255,1.0
106,1219,1.0
107,1222,1.0
108,1235,1.0
109,1311,1.0
110,1392,1.0
111,1494,1.0
112,1587,1.0
113,1680,1.0
114,1775,1.0
115,1834,1.0
116,1889,1.0
117,1921,1.0
118,1950,1.0
119,1955,1.0
120,1963,1.0
121,1943,1.0
122,1925,1.0
123,1900,1.0
124,1885,1.0
125,1849,1.0
126,1830,1.0
127,1806,1.0
128,1785,1.0
129,1767,1.0
130,1758,1.0
131,1749,1.0
132,1747,1.0
133,1743,1.0
134,1741,1.0
135,1744,1.0
136,1742,1.0
137,1742,1.0
138,1756,1.0
139,1750,1.0
140,1759,1.0
141,1759,1.0
142,1798,1.0
143,1802,1.0
144,1811,1.0
145,1807,1.0
146,1799,1.0
147,1785,1.0
148,1775,1.0
149,1774,2.0
150,1834,2.0
151,1971,2.0
152,2151,2.0
153,2342,2.0
154,2538,2.0
155,2689,2.0
156,2809,2.0
157,2853,2.0
158,2863,2.0
159,2814,2.0
160,2736,2.0
161,2612,2.0
162,2483,2.0
163,2368,2.0
164,2224,2.0
165,2102,2.0
166,1990,2.0
167,1890,2.0
168,1810,2.0
169,1744,2.0
170,1692,2.0
171,1663,2.0
172,1649,2.0
173,1638,2.0
174,1633,2.0
175,1643,2.0
176,1652,2.0
177,1661,2.0
178,1679,2.0
179,1683,2.0
180,1730,2.0
181,1762,2.0
182,1807,2.0
183,1827,2.0
184,1856,2.0
185,1872,2.0
186,1883,2.0
187,1892,2.0
188,1879,2.0
189,1872,2.0
190,1856,2.0
191,1843,2.0
192,1830,2.0
193,1808,2.0
194,1792,2.0
195,1765,2.0
196,1749,2.0
197,1738,2.0
198,1736,2.0
199,1723,2.0
200,1715,2.0
201,1707,2.0
202,1709,2.0
203,1712,2.0
204,1700,2.0
205,1701,2.0
206,1715,2.0
207,1717,2.0
208,1730,2.0
209,1735,2.0
210,1741,2.0
211,1747,2.0
212,1746,2.0
213,1757,2.0
214,1758,2.0
215,1756,2.0
216,1758,2.0
217,1773,2.0
218,1757,2.0
219,1744,2.0
220,1742,2.0
221,1712,2.0
222,1707,2.0
223,1745,2.0
224,1854,2.0
225,2029,2.0
226,2229,2.0
227,2429,2.0
228,2614,2.0
229,2749,2.0
230,2823,2.0
231,2834,2.0
232,2814,2.0
233,2739,2.0
