TIMESTAMP;IR;RED;BPM;Avg_BPM;MILLIS
3;112643;28478;0.00;0;3866
3;112693;28452;0.00;0;3906
3;112801;28480;0.00;0;3946
3;112935;28475;0.00;0;3986
4;113035;28500;0.00;0;4026
4;113097;28520;0.00;0;4066
4;113149;28523;0.00;0;4106
4;113219;28529;0.00;0;4147
4;113228;28509;0.00;0;4187
4;112765;28411;0.00;0;4227
4;111493;28307;0.00;0;4267
4;111323;28356;0.00;0;4307
4;111880;28404;0.00;0;4347
4;112392;28455;0.00;0;4387
4;112679;28489;0.00;0;4427
4;112864;28507;0.00;0;4467
4;112981;28515;0.00;0;4508
4;113053;28523;0.00;0;4548
4;113130;28538;0.00;0;4588
4;113192;28529;0.00;0;4628
4;113274;28535;0.00;0;4668
4;113319;28522;0.00;0;4708
4;113391;28549;0.00;0;4748
4;113429;28568;0.00;0;4788
4;113451;28565;0.00;0;4828
4;113470;28568;0.00;0;4869
4;113346;28532;0.00;0;4909
4;113023;28507;0.00;0;4949
4;112866;28493;0.00;0;4989
5;112973;28516;0.00;0;5029
5;113061;28509;0.00;0;5069
5;113132;28526;0.00;0;5109
5;113206;28559;0.00;0;5149
5;113293;28570;0.00;0;5189
5;113313;28570;0.00;0;5230
5;113330;28566;0.00;0;5270
5;113364;28566;0.00;0;5310
5;113371;28559;0.00;0;5350
5;113427;28556;0.00;0;5390
5;113459;28554;0.00;0;5430
5;113593;28592;0.00;0;5470
5;113663;28620;0.00;0;5510
5;113697;28616;0.00;0;5550
5;113725;28599;0.00;0;5591
5;113447;28556;0.00;0;5631
5;112961;28509;0.00;0;5671
5;112859;28524;0.00;0;5711
5;113131;28531;0.00;0;5751
5;113277;28540;0.00;0;5791
5;113390;28555;0.00;0;5831
5;113471;28573;0.00;0;5871
5;113482;28564;0.00;0;5911
5;113468;28573;0.00;0;5951
5;113508;28569;0.00;0;5992
6;113574;28579;0.00;0;6032
6;113606;28582;0.00;0;6072
6;113657;28561;0.00;0;6112
6;113678;28562;0.00;0;6152
6;113739;28583;0.00;0;6192
6;113795;28593;0.00;0;6232
6;113821;28591;0.00;0;6272
6;113595;28543;0.00;0;6312
6;112947;28489;0.00;0;6353
6;112857;28516;0.00;0;6393
6;113139;28530;0.00;0;6433
6;113360;28523;0.00;0;6473
6;113468;28543;0.00;0;6513
6;113558;28555;0.00;0;6553
6;113560;28563;0.00;0;6593
6;113556;28561;0.00;0;6633
6;113592;28566;0.00;0;6673
6;113656;28574;0.00;0;6714
6;113719;28582;0.00;0;6754
6;113728;28585;0.00;0;6794
6;113755;28562;0.00;0;6834
6;113762;28557;0.00;0;6874
6;113819;28569;0.00;0;6914
6;113745;28551;0.00;0;6954
6;113289;28492;0.00;0;6994
7;112901;28495;0.00;0;7034
7;113097;28522;0.00;0;7075
7;113327;28539;0.00;0;7115
7;113390;28540;0.00;0;7155
7;113476;28520;0.00;0;7195
7;113485;28516;0.00;0;7235
7;113509;28532;0.00;0;7275
7;113538;28548;0.00;0;7315
7;113591;28555;0.00;0;7355
7;113646;28565;0.00;0;7396
7;113696;28561;0.00;0;7436
7;113732;28571;0.00;0;7476
7;113709;28561;0.00;0;7516
7;113741;28551;0.00;0;7556
7;113740;28536;0.00;0;7596
7;113535;28502;0.00;0;7636
7;112765;28434;7.84;0;7676
7;112465;28443;7.84;0;7716
7;112788;28480;7.84;0;7757
7;113023;28500;7.84;0;7797
7;113159;28508;7.84;0;7837
7;113236;28499;7.84;0;7877
7;113295;28503;7.84;0;7917
7;113306;28495;7.84;0;7957
7;113381;28518;7.84;0;7997
8;113442;28540;7.84;0;8037
8;113529;28534;7.84;0;8077
8;113568;28545;7.84;0;8118
8;113614;28554;7.84;0;8158
8;113646;28560;7.84;0;8198
8;113640;28528;7.84;0;8238
8;113668;28542;7.84;0;8278
8;113559;28487;7.84;0;8318
8;112936;28424;7.84;0;8358
8;112494;28433;7.84;0;8398
8;112748;28463;7.84;0;8438
8;112998;28474;7.84;0;8479
8;113122;28492;71.17;17;8519
8;113233;28496;71.17;17;8559
8;113249;28475;71.17;17;8599
8;113253;28485;71.17;17;8639
8;113284;28472;71.17;17;8679
8;113358;28503;71.17;17;8719
8;113444;28518;71.17;17;8759
8;113517;28528;71.17;17;8799
8;113562;28530;71.17;17;8840
8;113596;28534;71.17;17;8880
8;113617;28528;71.17;17;8920
8;113616;28505;71.17;17;8960
8;113631;28516;71.17;17;9000
9;113476;28461;71.17;17;9040
9;112827;28404;71.17;17;9080
9;112544;28429;71.17;17;9120
9;112859;28469;93.60;41;9160
9;113096;28475;93.60;41;9201
9;113199;28479;93.60;41;9241
9;113281;28497;93.60;41;9281
9;113291;28474;93.60;41;9321
9;113301;28477;93.60;41;9361
9;113345;28464;93.60;41;9401
9;113422;28499;93.60;41;9441
9;113488;28506;93.60;41;9481
9;113551;28513;93.60;41;9521
9;113582;28522;93.60;41;9562
9;113625;28518;93.60;41;9602
9;113639;28519;93.60;41;9642
9;113629;28503;93.60;41;9682
9;113685;28498;93.60;41;9722
9;113519;28453;93.60;41;9762
9;113091;28428;93.46;64;9802
9;112863;28445;93.46;64;9842
9;113064;28467;93.46;64;9882
9;113250;28484;93.46;64;9923
9;113331;28489;93.46;64;9963
9;113421;28495;93.46;64;10003
10;113385;28485;93.46;64;10043
10;113407;28473;93.46;64;10083
10;113419;28463;93.46;64;10123
10;113493;28478;93.46;64;10163
10;113565;28498;93.46;64;10203
10;113598;28505;93.46;64;10243
10;113628;28513;93.46;64;10283
10;113654;28512;93.46;64;10324
10;113687;28511;93.46;64;10364
10;113677;28518;99.67;89;10404
10;113638;28472;99.67;89;10444
10;113267;28415;99.67;89;10484
10;112879;28412;99.67;89;10524
10;113018;28443;99.67;89;10564
10;113208;28462;99.67;89;10604
10;113292;28484;99.67;89;10644
10;113368;28479;99.67;89;10685
10;113438;28487;99.67;89;10725
10;113428;28487;99.67;89;10765
10;113424;28468;99.67;89;10805
10;113468;28475;99.67;89;10845
10;113558;28477;99.67;89;10885
10;113621;28499;99.67;89;10925
10;113659;28505;99.67;89;10965
10;113691;28502;99.67;89;11005
11;113719;28505;99.67;89;11046
11;113751;28502;99.67;89;11086
11;113754;28498;99.67;89;11126
11;113483;28434;78.74;90;11166
11;113064;28413;78.74;90;11206
11;113007;28412;78.74;90;11246
11;113210;28445;78.74;90;11286
11;113313;28464;78.74;90;11326
11;113380;28477;78.74;90;11366
11;113459;28472;78.74;90;11407
11;113490;28473;78.74;90;11447
11;113489;28479;78.74;90;11487
11;113478;28459;78.74;90;11527
11;113547;28471;78.74;90;11567
11;113571;28459;78.74;90;11607
11;113636;28470;78.74;90;11647
11;113667;28495;78.74;90;11687
11;113694;28489;78.74;90;11727
11;113706;28496;78.74;90;11768
11;113736;28496;78.74;90;11808
11;113626;28474;78.74;90;11848
11;113177;28417;83.10;88;11888
11;112954;28418;83.10;88;11928
11;113125;28425;83.10;88;11968
11;113286;28449;83.10;88;12008
12;113358;28470;83.10;88;12048
12;113448;28475;83.10;88;12088
12;113473;28480;83.10;88;12129
12;113475;28480;83.10;88;12169
12;113503;28488;83.10;88;12209
12;113507;28481;83.10;88;12249
12;113577;28479;83.10;88;12289
12;113600;28462;83.10;88;12329
12;113649;28488;83.10;88;12369
12;113684;28504;83.10;88;12409
12;113714;28503;83.10;88;12449
12;113740;28507;83.10;88;12490
12;113605;28468;83.10;88;12530
12;113189;28438;83.10;88;12570
12;112888;28419;83.10;85;12610
12;113055;28424;83.10;85;12650
12;113146;28418;83.10;85;12690
12;113205;28436;83.10;85;12730
12;113301;28464;83.10;85;12770
12;113367;28455;83.10;85;12810
12;113378;28458;83.10;85;12851
12;113400;28464;83.10;85;12891
12;113457;28481;83.10;85;12931
12;113463;28470;83.10;85;12971
12;113523;28460;83.10;85;13011
13;113524;28451;83.10;85;13051
13;113595;28472;83.10;85;13091
13;113632;28488;83.10;85;13131
13;113654;28483;83.10;85;13171
13;113608;28460;83.10;85;13212
13;113265;28417;83.10;85;13252
13;112877;28404;83.10;85;13292
13;112949;28420;83.10;85;13332
13;113087;28403;83.10;85;13372
13;113108;28397;74.81;79;13412
13;113225;28426;74.81;79;13452
13;113307;28437;74.81;79;13492
13;113331;28450;74.81;79;13532
13;113343;28441;74.81;79;13573
13;113390;28456;74.81;79;13613
13;113457;28464;74.81;79;13653
13;113452;28454;74.81;79;13693
13;113506;28441;74.81;79;13733
13;113514;28431;74.81;79;13773
13;113553;28454;74.81;79;13813
13;113606;28464;74.81;79;13853
13;113636;28459;74.81;79;13893
13;113465;28432;74.81;79;13934
13;113068;28389;74.81;79;13974
13;112869;28405;74.81;79;14014
14;113015;28405;74.81;79;14054
14;113109;28399;87.98;81;14094
14;113151;28394;87.98;81;14134
14;113267;28410;87.98;81;14174
14;113324;28438;87.98;81;14214
14;113322;28424;87.98;81;14254
14;113348;28439;87.98;81;14295
14;113396;28438;87.98;81;14335
14;113456;28449;87.98;81;14375
14;113467;28446;87.98;81;14415
14;113508;28429;87.98;81;14455
14;113508;28418;87.98;81;14495
14;113561;28433;87.98;81;14535
14;113609;28447;87.98;81;14575
14;113577;28433;87.98;81;14615
14;113221;28388;87.98;81;14656
14;112741;28373;87.98;81;14696
14;112864;28394;93.46;84;14736
14;113037;28402;93.46;84;14776
14;113152;28392;93.46;84;14816
14;113199;28391;93.46;84;14856
14;113290;28406;93.46;84;14896
14;113301;28421;93.46;84;14936
14;113327;28427;93.46;84;14976
14;113391;28434;93.46;84;15017
15;113460;28436;93.46;84;15057
15;113500;28446;93.46;84;15097
15;113483;28436;93.46;84;15137
15;113531;28417;93.46;84;15177
15;113533;28404;93.46;84;15217
15;113594;28428;93.46;84;15257
15;113585;28418;93.46;84;15297
15;113278;28371;93.46;84;15337
15;112843;28362;93.46;84;15377
15;112941;28385;87.98;85;15418
15;113160;28407;87.98;85;15458
15;113224;28421;87.98;85;15498
15;113310;28395;87.98;85;15538
15;113302;28389;87.98;85;15578
15;113324;28393;87.98;85;15618
15;113362;28420;87.98;85;15658
15;113421;28420;87.98;85;15698
15;113485;28426;87.98;85;15738
15;113536;28440;87.98;85;15779
15;113561;28438;87.98;85;15819
15;113572;28445;87.98;85;15859
15;113576;28416;87.98;85;15899
15;113574;28421;87.98;85;15939
15;113441;28370;87.98;85;15979
16;112773;28304;87.98;85;16019
16;112436;28329;93.60;90;16059
16;112777;28369;93.60;90;16099
16;113005;28382;93.60;90;16140
16;113118;28397;93.60;90;16180
16;113217;28409;93.60;90;16220
16;113205;28383;93.60;90;16260
16;113208;28387;93.60;90;16300
16;113257;28380;93.60;90;16340
16;113345;28404;93.60;90;16380
16;113419;28420;93.60;90;16420
16;113478;28433;93.60;90;16460
16;113510;28428;93.60;90;16501
16;113545;28433;93.60;90;16541
16;113576;28437;93.60;90;16581
16;113522;28405;93.60;90;16621
16;113133;28330;93.60;90;16661
16;112449;28288;93.60;90;16701
16;112595;28342;93.60;90;16741
16;112910;28370;93.60;90;16781
16;113009;28381;78.74;87;16821
16;113128;28400;78.74;87;16862
16;113220;28400;78.74;87;16902
16;113246;28407;78.74;87;16942
16;113202;28388;78.74;87;16982
17;113261;28390;78.74;87;17022
17;113312;28384;78.74;87;17062
17;113419;28399;78.74;87;17102
17;113489;28422;78.74;87;17142
17;113538;28425;78.74;87;17182
17;113567;28434;78.74;87;17223
17;113601;28432;78.74;87;17263
17;113608;28435;78.74;87;17303
17;113246;28360;78.74;87;17343
17;112597;28298;78.74;87;17383
17;112575;28307;99.67;89;17423
17;112846;28347;99.67;89;17463
17;112947;28368;99.67;89;17503
17;113047;28380;99.67;89;17543
17;113151;28381;99.67;89;17584
17;113181;28386;99.67;89;17624
17;113195;28394;99.67;89;17664
17;113216;28386;99.67;89;17704
17;113305;28387;99.67;89;17744
17;113351;28374;99.67;89;17784
17;113430;28396;99.67;89;17824
17;113480;28417;99.67;89;17864
17;113508;28413;99.67;89;17904
17;113548;28418;99.67;89;17945
17;113576;28420;99.67;89;17985
18;113485;28383;99.67;89;18025
18;112761;28285;99.67;89;18065
18;112275;28280;99.67;89;18105
18;112516;28289;83.10;88;18145
18;112750;28316;83.10;88;18185
18;112857;28350;83.10;88;18225
18;113049;28354;83.10;88;18265
18;113128;28365;83.10;88;18306
18;113143;28366;83.10;88;18346
18;113173;28375;83.10;88;18386
18;113199;28368;83.10;88;18426
18;113304;28361;83.10;88;18466
18;113342;28355;83.10;88;18506
18;113399;28381;83.10;88;18546
18;113449;28393;83.10;88;18586
18;113480;28391;83.10;88;18626
18;113516;28400;83.10;88;18667
18;113449;28367;83.10;88;18707
18;112747;28274;83.10;88;18747
18;112151;28254;83.10;88;18787
18;112402;28294;83.10;88;18827
18;112659;28282;83.10;85;18867
18;112832;28324;83.10;85;18907
18;113018;28348;83.10;85;18947
18;113064;28348;83.10;85;18987
19;113050;28343;83.10;85;19028
19;113089;28366;83.10;85;19068
19;113190;28372;83.10;85;19108
19;113227;28351;83.10;85;19148
19;113300;28369;83.10;85;19188
19;113333;28352;83.10;85;19228
19;113397;28378;83.10;85;19268
19;113446;28394;83.10;85;19308
19;113497;28394;83.10;85;19348
19;113400;28351;83.10;85;19389
19;112497;28249;83.10;85;19429
19;111828;28230;83.10;85;19469
19;111992;28248;83.10;85;19509
19;112291;28268;87.98;88;19549
19;112415;28275;87.98;88;19589
19;112679;28311;87.98;88;19629
19;112833;28325;87.98;88;19669
19;112853;28336;87.98;88;19709
19;112898;28345;87.98;88;19750
19;113050;28357;87.98;88;19790
19;113160;28369;87.98;88;19830
19;113203;28346;87.98;88;19870
19;113255;28358;87.98;88;19910
19;113327;28347;87.98;88;19950
19;113382;28372;87.98;88;19990
20;113427;28394;87.98;88;20030
20;113478;28387;87.98;88;20070
20;113197;28305;87.98;88;20111
20;112146;28233;87.98;88;20151
20;111902;28246;87.98;88;20191
20;112214;28256;87.98;85;20231
20;112372;28261;87.98;85;20271
20;112530;28299;87.98;85;20311
20;112808;28324;87.98;85;20351
20;112926;28330;87.98;85;20391
20;112947;28341;87.98;85;20432
20;113011;28348;87.98;85;20472
20;113139;28362;87.98;85;20512
20;113205;28369;87.98;85;20552
20;113293;28348;87.98;85;20592
20;113312;28340;87.98;85;20632
20;113394;28366;87.98;85;20672
20;113445;28386;87.98;85;20712
20;113484;28387;87.98;85;20752
20;113535;28395;87.98;85;20793
20;113520;28372;87.98;85;20833
20;112942;28282;93.46;87;20873
20;112111;28237;93.46;87;20913
20;112262;28263;93.46;87;20953
20;112515;28257;93.46;87;20993
21;112672;28292;93.46;87;21033
21;112900;28337;93.46;87;21073
21;113073;28345;93.46;87;21113
21;113131;28346;93.46;87;21154
21;113174;28356;93.46;87;21194
21;113258;28365;93.46;87;21234
21;113304;28349;93.46;87;21274
21;113372;28359;93.46;87;21314
21;113428;28341;93.46;87;21354
21;113492;28364;93.46;87;21394
21;113512;28373;93.46;87;21434
21;113556;28385;93.46;87;21474
21;113585;28386;93.46;87;21515
21;113621;28389;87.98;88;21555
21;113605;28375;87.98;88;21595
21;113163;28276;87.98;88;21635
21;112590;28272;87.98;88;21675
21;112800;28288;87.98;88;21715
21;113040;28314;87.98;88;21755
21;113116;28335;87.98;88;21795
21;113217;28349;87.98;88;21835
21;113296;28355;87.98;88;21876
21;113308;28357;87.98;88;21916
21;113315;28354;87.98;88;21956
21;113340;28331;87.98;88;21996
22;113395;28345;87.98;88;22036
22;113487;28349;87.98;88;22076
22;113528;28364;87.98;88;22116
22;113559;28370;87.98;88;22156
22;113591;28381;87.98;88;22196
22;113624;28384;87.98;88;22237
22;113647;28387;87.98;88;22277
22;113659;28398;87.98;88;22317
22;113678;28368;87.98;88;22357
22;113579;28331;87.98;88;22397
22;113150;28287;87.98;88;22437
22;112762;28285;87.98;88;22477
22;112918;28319;87.98;88;22517
22;113107;28337;87.98;88;22557
22;113156;28338;87.98;88;22598
22;113267;28355;87.98;88;22638
22;113323;28356;87.98;88;22678
22;113345;28328;87.98;88;22718
22;113352;28325;87.98;88;22758
22;113439;28355;87.98;88;22798
22;113525;28373;87.98;88;22838
22;113573;28370;87.98;88;22878
22;113604;28381;87.98;88;22919
22;113633;28380;87.98;88;22959
22;113674;28385;87.98;88;22999
23;113661;28382;87.98;88;23039
23;113696;28361;87.98;88;23079
23;113694;28350;38.36;76;23119
23;113745;28372;38.36;76;23159
23;113802;28391;38.36;76;23199
23;113818;28384;38.36;76;23239
23;113652;28355;38.36;76;23280
23;113217;28312;38.36;76;23320
23;113010;28330;38.36;76;23360
23;113165;28333;38.36;76;23400
23;113290;28328;38.36;76;23440
23;113274;28312;38.36;76;23480
23;113356;28328;38.36;76;23520
23;113382;28342;38.36;76;23560
23;113413;28339;38.36;76;23600
23;113460;28350;38.36;76;23641
23;113512;28357;38.36;76;23681
23;113575;28374;38.36;76;23721
23;113571;28365;38.36;76;23761
23;113609;28364;38.36;76;23801
23;113624;28330;38.36;76;23841
23;113677;28357;38.36;76;23881
23;113710;28375;38.36;76;23921
23;113740;28384;38.36;76;23961
23;113773;28387;38.36;76;24002
24;113782;28375;65.01;70;24042
24;113520;28327;65.01;70;24082
24;112965;28269;65.01;70;24122
24;112967;28303;65.01;70;24162
24;113226;28309;65.01;70;24202
24;113325;28328;65.01;70;24242
24;113380;28351;65.01;70;24282
24;113477;28355;65.01;70;24322
24;113518;28360;65.01;70;24363
24;113524;28364;65.01;70;24403
24;113547;28372;65.01;70;24443
24;113592;28343;65.01;70;24483
24;113667;28357;65.01;70;24523
24;113743;28353;65.01;70;24563
24;113784;28376;65.01;70;24603
24;113803;28385;65.01;70;24643
24;113829;28390;65.01;70;24683
24;113862;28383;65.01;70;24724
24;113903;28385;65.01;70;24764
24;113905;28393;78.74;67;24804
24;113895;28376;78.74;67;24844
24;113892;28366;78.74;67;24884
24;113717;28322;78.74;67;24924
24;113400;28305;78.74;67;24964
24;113327;28324;78.74;67;25004
25;113486;28349;78.74;67;25044
25;113564;28353;78.74;67;25085
25;113615;28360;78.74;67;25125
25;113665;28366;78.74;67;25165
25;113648;28338;78.74;67;25205
25;113614;28329;78.74;67;25245
25;113651;28339;78.74;67;25285
25;113678;28356;78.74;67;25325
25;113719;28365;78.74;67;25365
25;113754;28374;78.74;67;25405
25;113786;28384;78.74;67;25446
25;113799;28387;78.74;67;25486
25;113775;28382;78.74;67;25526
25;113792;28355;78.74;67;25566
25;113806;28344;78.74;67;25606
25;113746;28339;78.74;67;25646
25;113431;28325;78.74;67;25686
25;113272;28315;78.74;67;25726
25;113385;28343;78.74;67;25767
25;113481;28338;78.74;67;25807
25;113510;28355;78.74;67;25847
25;113524;28353;78.74;67;25887
25;113548;28327;78.74;67;25927
25;113523;28312;78.74;67;25967
25;113568;28330;78.74;67;26007
26;113636;28345;78.74;67;26047
26;113674;28350;78.74;67;26087
26;113704;28360;78.74;67;26128
26;113738;28359;78.74;67;26168
26;113770;28362;78.74;67;26208
26;113753;28359;78.74;67;26248
26;113787;28346;78.74;67;26288
26;113788;28335;78.74;67;26328
26;113828;28340;78.74;67;26368
26;113577;28305;78.74;67;26408
26;113111;28266;78.74;67;26448
26;113032;28294;35.63;54;26489
26;113223;28308;35.63;54;26529
26;113299;28311;35.63;54;26569
26;113291;28307;35.63;54;26609
26;113378;28304;35.63;54;26649
26;113389;28290;35.63;54;26689
26;113432;28315;35.63;54;26729
26;113483;28329;35.63;54;26769
26;113536;28324;35.63;54;26809
26;113595;28336;35.63;54;26850
26;113622;28344;35.63;54;26890
26;113653;28350;35.63;54;26930
26;113653;28341;35.63;54;26970
26;113681;28323;35.63;54;27010
27;113667;28313;35.63;54;27050
27;113714;28336;35.63;54;27090
27;113567;28307;35.63;54;27130
27;113096;28255;35.63;54;27170
27;112923;28278;35.63;54;27211
27;113130;28293;35.63;54;27251
27;113243;28306;35.63;54;27291
27;113243;28296;35.63;54;27331
27;113322;28283;35.63;54;27371
27;113344;28270;35.63;54;27411
27;113375;28292;35.63;54;27451
27;113412;28314;35.63;54;27491
27;113465;28309;35.63;54;27531
27;113525;28326;35.63;54;27572
27;113573;28328;35.63;54;27612
27;113597;28340;35.63;54;27652
27;113582;28320;35.63;54;27692
27;113606;28306;35.63;54;27732
27;113616;28295;35.63;54;27772
27;113676;28318;35.63;54;27812
27;113634;28307;35.63;54;27852
27;113301;28276;35.63;54;27892
27;113048;28261;35.63;54;27933
27;113157;28285;35.63;54;27973
27;113296;28300;39.34;54;28013
28;113309;28299;39.34;54;28053
28;113375;28283;39.34;54;28093
28;113381;28275;39.34;54;28133
28;113414;28294;39.34;54;28173
28;113454;28302;39.34;54;28213
28;113498;28308;39.34;54;28253
28;113558;28320;39.34;54;28294
28;113602;28319;39.34;54;28334
28;113624;28325;39.34;54;28374
28;113614;28316;39.34;54;28414
28;113639;28301;39.34;54;28454
28;113627;28292;39.34;54;28494
28;113686;28313;39.34;54;28534
28;113729;28328;39.34;54;28574
28;113686;28301;39.34;54;28614
28;113364;28267;93.60;61;28655
28;113150;28274;93.60;61;28695
28;113257;28287;93.60;61;28735
28;113330;28281;93.60;61;28775
28;113395;28273;93.60;61;28815
28;113420;28259;93.60;61;28855
28;113449;28278;93.60;61;28895
28;113475;28296;93.60;61;28935
28;113496;28301;93.60;61;28975
28;113543;28308;93.60;61;29016
29;113582;28315;93.60;61;29056
29;113613;28315;93.60;61;29096
29;113594;28290;93.60;61;29136
29;113584;28295;93.60;61;29176
29;113627;28283;93.60;61;29216
29;113654;28298;93.60;61;29256
29;113678;28313;93.60;61;29296
29;113681;28311;93.60;61;29336
29;113469;28273;82.99;62;29377
29;113156;28259;82.99;62;29417
29;113145;28276;82.99;62;29457
29;113271;28264;82.99;62;29497
29;113365;28283;82.99;62;29537
29;113444;28264;82.99;62;29577
29;113464;28287;82.99;62;29617
29;113460;28301;82.99;62;29657
29;113473;28308;82.99;62;29697
29;113513;28313;82.99;62;29738
29;113565;28318;82.99;62;29778
29;113605;28321;82.99;62;29818
29;113602;28297;82.99;62;29858
29;113607;28299;82.99;62;29898
29;113653;28297;82.99;62;29938
29;113679;28315;82.99;62;29978
29;113687;28322;82.99;62;30018
30;113688;28329;82.99;62;30058
30;113418;28280;82.99;62;30099
30;113137;28271;78.74;73;30139
30;113173;28294;78.74;73;30179
30;113312;28270;78.74;73;30219
30;113403;28279;78.74;73;30259
30;113491;28286;78.74;73;30299
30;113522;28302;78.74;73;30339
30;113513;28309;78.74;73;30379
30;113524;28303;78.74;73;30419
30;113560;28307;78.74;73;30460
30;113603;28321;78.74;73;30500
30;113621;28321;78.74;73;30540
30;113656;28293;78.74;73;30580
30;113654;28282;78.74;73;30620
30;113703;28290;78.74;73;30660
30;113719;28306;78.74;73;30700
30;113733;28313;78.74;73;30740
30;113551;28284;78.74;73;30780
30;113253;28264;87.98;85;30821
30;113169;28266;87.98;85;30861
30;113248;28278;87.98;85;30901
30;113345;28262;87.98;85;30941
30;113374;28263;87.98;85;30981
31;113442;28278;87.98;85;31021
31;113447;28288;87.98;85;31061
31;113459;28292;87.98;85;31101
31;113510;28300;87.98;85;31142
31;113570;28295;87.98;85;31182
31;113633;28304;87.98;85;31222
31;113639;28305;87.98;85;31262
31;113704;28286;87.98;85;31302
31;113693;28279;87.98;85;31342
31;113721;28301;87.98;85;31382
31;113702;28297;87.98;85;31422
31;113418;28258;87.98;85;31462
31;113187;28265;87.98;85;31503
31;113232;28269;87.98;85;31543
31;113370;28282;78.74;81;31583
31;113388;28289;78.74;81;31623
31;113442;28271;78.74;81;31663
31;113438;28262;78.74;81;31703
31;113467;28280;78.74;81;31743
31;113481;28298;78.74;81;31783
31;113509;28303;78.74;81;31823
31;113568;28305;78.74;81;31864
31;113607;28318;78.74;81;31904
31;113635;28316;78.74;81;31944
31;113611;28311;78.74;81;31984
32;113642;28300;78.74;81;32024
32;113649;28287;78.74;81;32064
32;113601;28270;78.74;81;32104
32;113291;28256;78.74;81;32144
32;113093;28257;78.74;81;32184
32;113205;28276;78.74;81;32225
32;113335;28286;87.98;82;32265
32;113398;28288;87.98;82;32305
32;113393;28286;87.98;82;32345
32;113414;28269;87.98;82;32385
32;113391;28249;87.98;82;32425
32;113448;28274;87.98;82;32465
32;113518;28286;87.98;82;32505
32;113569;28285;87.98;82;32545
32;113599;28302;87.98;82;32586
32;113627;28304;87.98;82;32626
32;113643;28308;87.98;82;32666
32;113625;28297;87.98;82;32706
32;113654;28290;87.98;82;32746
32;113535;28247;87.98;82;32786
32;113276;28246;87.98;82;32826
32;113178;28268;87.98;82;32866
32;113285;28272;87.98;82;32906
32;113383;28273;88.11;85;32947
32;113438;28293;88.11;85;32987
33;113492;28295;88.11;85;33027
33;113467;28273;88.11;85;33067
33;113470;28262;88.11;85;33107
33;113477;28248;88.11;85;33147
33;113554;28284;88.11;85;33187
33;113628;28298;88.11;85;33227
33;113666;28298;88.11;85;33267
33;113690;28293;88.11;85;33308
33;113707;28298;88.11;85;33348
33;113721;28309;88.11;85;33388
33;113693;28291;88.11;85;33428
33;113508;28226;114.94;91;33468
33;113023;28179;114.94;91;33508
33;112835;28198;114.94;91;33548
33;113111;28241;114.94;91;33588
33;113309;28248;114.94;91;33628
33;113398;28257;114.94;91;33669
