,4023,0
0,4023,0
1,4029,0
2,4020,0
3,4030,0
4,4027,0
5,4032,0
6,4030,0
7,4030,0
8,4027,0
9,4027,0
10,4027,0
11,4021,0
12,4030,0
13,4022,0
14,4027,0
15,4031,0
16,4031,0
17,4032,0
18,4029,0
19,4030,0
20,4026,0
21,4032,0
22,4039,0
23,4025,0
24,4027,0
25,4033,0
26,4034,0
27,4034,0
28,4031,0
29,4025,0
30,4030,0
31,4025,0
32,4037,0
33,4031,0
34,4026,0
35,4032,0
36,4034,0
37,4035,0
38,4038,0
39,4016,0
40,4021,1
41,4031,1
42,4022,1
43,4027,1
44,4029,1
45,4030,1
46,4025,1
47,4025,1
48,4030,1
49,4032,1
50,4031,1
51,4031,1
52,4022,1
53,4029,1
54,4031,1
55,4025,1
56,4032,1
57,4027,1
58,4027,1
59,4031,1
60,4031,1
61,4027,1
62,4027,1
63,4027,1
64,4023,1
65,4026,1
66,4033,1
67,4026,1
68,4032,1
69,4023,1
70,4032,1
71,4025,1
72,4032,1
73,4034,1
74,4031,1
75,4026,1
76,4035,1
77,4032,1
78,4025,1
79,4032,1
80,4027,1
81,4031,1
82,4026,1
83,4034,1
84,4032,1
85,4022,1
86,4028,1
87,4030,1
88,4025,1
89,4019,1
90,4023,1
91,4029,1
92,4030,1
93,4045,1
94,4034,1
95,4026,1
96,4033,1
97,4032,1
98,4031,1
99,4030,1
100,4031,1
101,4031,1
102,4032,1
103,4031,1
104,4031,1
105,4029,1
106,4033,1
107,4029,1
108,4029,1
109,4029,1
110,4031,1
111,4030,1
112,4035,1
113,4027,1
114,4035,1
115,4032,1
116,4022,1
117,4032,1
118,4036,1
119,4031,1
120,4021,1
121,4033,1
122,4026,1
123,4030,1
124,4029,1
125,4029,1
126,4023,1
127,4016,1
128,4038,1
129,4031,1
130,4029,1
131,4034,1
132,4032,1
133,4028,1
134,4032,1
135,4030,1
136,4023,1
137,4025,1
138,4029,1
139,4034,1
140,4032,2
141,4022,2
142,4031,2
143,4031,2
144,4033,2
145,4033,2
146,4032,2
147,4039,2
148,4034,2
149,4032,2
150,4023,2
151,4032,2
152,4036,2
153,4031,2
154,4031,2
155,4023,2
156,4029,2
157,4035,2
158,4033,2
159,4030,2
160,4032,2
161,4031,2
162,4030,2
163,4031,2
164,4027,2
165,4030,2
166,4028,2
167,4033,2
168,4043,2
169,4032,2
170,4034,2
171,4026,2
172,4033,2
173,4033,2
174,4049,2
175,4034,2
176,4036,2
177,4031,2
178,4017,2
179,4030,2
180,4027,2
181,4034,2
182,4039,2
183,4033,2
184,4038,2
185,4027,2
186,4031,2
187,4030,2
188,4031,2
189,4031,2
190,4025,2
191,4032,2
192,4032,2
193,4031,2
194,4030,2
195,4032,2
196,4027,2
197,4031,2
198,4025,2
199,4027,2
200,4019,2
201,4031,2
202,4022,2
203,4018,2
204,4031,2
205,4023,2
