3984;0
3972;0
3975;0
3987;0
3981;0
3977;0
3984;0
3984;0
3979;0
3979;0
3984;0
3984;0
3975;0
3979;0
3975;0
3982;0
3984;0
3984;0
3981;0
3978;0
3976;0
3982;0
3984;0
3977;0
3979;0
3973;0
3977;0
3977;0
3980;0
3985;0
3982;0
3984;0
3985;0
3977;0
3984;0
3975;0
3975;0
3978;0
3981;0
3974;0
3982;0
3983;0
3977;0
3971;1
3979;1
3977;1
3977;1
3977;1
3984;1
3978;1
3983;1
3983;1
3975;1
3975;1
3982;1
3979;1
3983;1
3979;1
3978;1
3984;1
3983;1
3982;1
3984;1
3982;1
3983;1
3977;1
3983;1
3959;1
3983;1
3978;1
3983;1
3982;1
3978;1
3977;1
3981;1
3984;1
3983;1
3982;1
3982;1
3973;1
3980;1
3977;1
3984;1
3975;1
3981;1
3975;1
3976;1
3979;1
3979;1
3973;1
3986;1
3977;1
3974;1
3711;1
3041;1
2614;1
2272;1
2005;1
1838;1
1759;1
1776;1
1883;1
2053;1
2259;1
2482;1
2693;1
2875;1
3019;1
3110;1
3131;1
3088;1
2977;1
2839;1
2673;1
2477;1
2277;1
2077;1
1883;1
1710;1
1563;1
1453;1
1386;1
1369;1
1392;1
1450;1
1534;1
1635;1
1749;1
1856;1
1953;1
2029;1
2095;1
2126;1
2132;1
2123;1
2094;1
2039;1
1978;1
1913;1
1841;1
1775;1
1707;1
1647;1
1584;2
1530;2
1495;2
1472;2
1465;2
1466;2
1481;2
1503;2
1522;2
1563;2
1601;2
1664;2
1745;2
1861;2
2010;2
2208;2
2425;2
2671;2
2913;2
3159;2
3405;2
3583;2
3685;2
3669;2
3549;2
3358;2
3136;2
2910;2
2677;2
2433;2
2190;2
1949;2
1735;2
1553;2
1406;2
1301;2
1251;2
1242;2
1280;2
1359;2
1456;2
1579;2
1697;2
1817;2
1926;2
2014;2
2080;2
2115;2
2128;2
2121;2
2092;2
2032;2
1968;2
1903;2
1831;2
1761;2
1697;2
1631;2
1583;2
1531;2
1499;2
1479;2
1465;2
1461;2
1469;2
1484;2
1511;2
1549;2
1585;2
1639;2
1711;2
1797;2
1925;2
2102;2
2309;2
2541;2
2774;2
3013;2
3253;2
3467;2
3617;2
3652;2
3595;2
3424;2
3206;2
2975;2
2742;2
2497;2
2249;2
2013;2
1787;2
1589;2
1423;2
1298;2
1229;2
1205;2
1230;2
1291;2
1382;2
1493;2
1622;3
1753;3
1870;3
1968;3
2039;3
2094;3
2112;3
2103;3
2079;3
2030;3
1973;3
1906;3
1836;3
1755;3
1683;3
1616;3
1562;3
1507;3
1471;3
1455;3
1442;3
1438;3
1443;3
1459;3
1487;3
1515;3
1553;3
1599;3
1643;3
1712;3
1805;3
1918;3
2081;3
2279;3
2498;3
2736;3
2970;3
3207;3
3408;3
3551;3
3610;3
3543;3
3398;3
3201;3
2976;3
2752;3
2513;3
2278;3
2037;3
1817;3
1616;3
1451;3
1328;3
1254;3
1232;3
1258;3
1319;3
1411;3
1520;3
1649;3
1778;3
1892;3
1989;3
2067;3
2114;3
2135;3
2141;3
2119;3
2082;3
2018;3
1953;3
1879;3
1813;3
1744;3
1680;3
1619;3
1571;3
1535;3
1519;3
1513;3
1525;3
1550;3
1583;3
1616;3
1673;3
1728;3
1792;3
1872;3
1972;3
2109;3
2267;3
2451;3
2672;3
2893;3
3120;3
3342;3
3536;3
3655;3
3691;3
3581;3
3411;4
3190;4
2953;4
2720;4
2475;4
2231;4
1982;4
1753;4
1552;4
1378;4
1258;4
1187;4
1155;4
1177;4
1233;4
1330;4
1437;4
1564;4
1686;4
1798;4
1894;4
1970;4
2014;4
2035;4
2031;4
2003;4
1958;4
1904;4
1841;4
1777;4
1707;4
1647;4
1584;4
1526;4
1483;4
1451;4
1423;4
1407;4
1399;4
1409;4
1427;4
1457;4
1491;4
1548;4
1598;4
1661;4
1749;4
1874;4
2039;4
2247;4
2475;4
2719;4
2959;4
3197;4
3408;4
3557;4
3621;4
3568;4
3419;4
3217;4
2992;4
2759;4
2514;4
2269;4
2023;4
1793;4
1586;4
1409;4
1283;4
1209;4
1181;4
1198;4
1262;4
1357;4
1473;4
1607;4
1739;4
1859;4
1963;4
2038;4
2099;4
2129;4
2129;4
2105;4
2058;4
1997;4
1923;4
1851;4
1776;4
1710;4
1648;4
1590;4
1551;4
1509;4
1484;4
1470;4
1467;4
1479;4
1494;4
1519;4
1543;5
1571;5
1603;5
1652;5
1728;5
1825;5
1966;5
2145;5
2353;5
2590;5
2832;5
3071;5
3311;5
3511;5
3642;5
3655;5
3550;5
3370;5
3143;5
2909;5
2672;5
2416;5
2167;5
1925;5
1697;5
1499;5
1345;5
1248;5
1185;5
1177;5
1207;5
1280;5
1379;5
1499;5
1628;5
1745;5
1855;5
1936;5
1999;5
2039;5
2055;5
2037;5
2006;5
1962;5
1901;5
1835;5
1769;5
1707;5
1642;5
1587;5
1535;5
1497;5
1473;5
1457;5
1441;5
1437;5
1445;5
1459;5
1485;5
1517;5
1558;5
1604;5
1648;5
1697;5
1762;5
1863;5
2001;5
2188;5
2389;5
2618;5
2857;5
3095;5
3322;5
3507;5
3632;5
3632;5
3526;5
3328;5
3094;5
2864;5
2619;5
2362;5
2103;5
1855;5
1630;5
1429;5
1279;5
1179;5
1134;5
1138;5
1194;5
1285;5
1398;5
1534;5
1671;5
1807;5
1916;5
2002;5
2070;5
2098;5
2098;6
2080;6
2030;6
1974;6
1906;6
1840;6
1766;6
1693;6
1634;6
1589;6
1552;6
1520;6
1499;6
1483;6
1482;6
1484;6
1492;6
1509;6
1526;6
1552;6
1584;6
1620;6
1663;6
1722;6
1818;6
1949;6
2119;6
2319;6
2534;6
2769;6
2992;6
3216;6
3408;6
3536;6
3569;6
3498;6
3339;6
3134;6
2903;6
2669;6
2413;6
2159;6
1909;6
1678;6
1470;6
1319;6
1203;6
1140;6
1127;6
1157;6
1232;6
1344;6
1470;6
1609;6
1734;6
1850;6
1940;6
2000;6
2037;6
2046;6
2026;6
1985;6
1936;6
1877;6
1811;6
1744;6
1680;6
1616;6
1558;6
1509;6
1471;6
1443;6
1429;6
1428;6
1431;6
1456;6
1485;6
1519;6
1561;6
1605;6
1661;6
1737;6
1840;6
1986;6
2176;6
2385;6
2624;6
2859;6
3094;6
3334;6
3539;6
3665;6
3664;6
3558;6
3362;6
3150;6
2899;6
2657;6
2401;6
2151;6
1904;7
1679;7
1478;7
1328;7
1229;7
1178;7
1182;7
1232;7
1323;7
1443;7
1586;7
1727;7
1859;7
1974;7
2069;7
2139;7
2175;7
2186;7
2164;7
2117;7
2054;7
1973;7
1891;7
1813;7
1730;7
1658;7
1595;7
1543;7
1495;7
1458;7
1435;7
1429;7
1431;7
1441;7
1457;7
1488;7
1513;7
1552;7
1604;7
1675;7
1776;7
1920;7
2118;7
2352;7
2608;7
2879;7
3169;7
3476;7
3767;7
3965;7
3984;7
3936;7
3728;7
3435;7
3143;7
2864;7
2593;7
2309;7
2030;7
1773;7
1535;7
1344;7
1194;7
1103;7
1071;7
1087;7
1150;7
1248;7
1375;7
1516;7
1654;7
1791;7
1903;7
1990;7
2064;7
2105;7
2115;7
2103;7
2064;7
2000;7
1934;7
1855;7
1776;7
1701;7
1624;7
1567;7
1505;7
1467;7
1438;7
1424;7
1421;7
1422;7
1429;7
1453;7
1471;7
1505;7
1551;7
1600;7
1673;7
1764;7
1895;8
2067;8
2277;8
2515;8
2787;8
3059;8
3359;8
3664;8
3901;8
3983;8
3966;8
3765;8
3509;8
3213;8
2927;8
2650;8
2365;8
2087;8
1813;8
1582;8
1369;8
1213;8
1109;8
1060;8
1067;8
1121;8
1211;8
1344;8
1488;8
1643;8
1783;8
1910;8
2001;8
2070;8
2103;8
2106;8
2087;8
2045;8
1990;8
1919;8
1840;8
1755;8
1680;8
1611;8
1552;8
1490;8
1446;8
1422;8
1406;8
1405;8
1411;8
1425;8
1457;8
1488;8
1522;8
1573;8
1629;8
1705;8
1808;8
1955;8
2147;8
2374;8
2627;8
2903;8
3210;8
3545;8
3886;8
3984;8
3984;8
3984;8
3983;8
3696;8
3344;8
3021;8
2721;8
2427;8
2134;8
1855;8
1607;8
1393;8
1235;8
1136;8
1095;8
1108;8
1179;8
1283;8
1418;8
1566;8
1708;8
1838;8
1946;8
2042;8
2103;8
2139;8
2143;8
2119;8
2073;8
1999;8
1918;8
1834;8
1745;9
1658;9
1583;9
1515;9
1465;9
1426;9
1393;9
1383;9
1387;9
1408;9
1434;9
1472;9
1510;9
1569;9
1633;9
1719;9
1847;9
2006;9
2211;9
2455;9
2725;9
3010;9
3329;9
3680;9
3981;9
3984;9
3984;9
3983;9
3876;9
3549;9
3201;9
2882;9
2569;9
2258;9
1962;9
1687;9
1446;9
1259;9
1130;9
1060;9
1045;9
1086;9
1170;9
1294;9
1440;9
1600;9
1746;9
1890;9
2000;9
2085;9
2131;9
2144;9
2135;9
2096;9
2032;9
1968;9
1877;9
1793;9
1710;9
1616;9
1543;9
1475;9
1424;9
1389;9
1360;9
1360;9
1371;9
1392;9
1424;9
1463;9
1511;9
1579;9
1665;9
1795;9
1969;9
2199;9
2465;9
2757;9
3088;9
3473;9
3919;9
3984;9
3989;9
3984;9
3985;9
3986;9
3984;9
3493;9
3093;9
2749;9
2416;9
2096;9
1779;9
1508;9
1280;9
1117;9
1007;9
963;9
979;9
1065;9
1173;10
1319;10
1476;10
1643;10
1789;10
1910;10
2011;10
2080;10
2112;10
2112;10
2089;10
2034;10
1977;10
1904;10
1823;10
1744;10
1664;10
1591;10
1531;10
1486;10
1444;10
1424;10
1409;10
1407;10
1423;10
1447;10
1478;10
1520;10
1564;10
1615;10
1682;10
1785;10
1927;10
2125;10
2357;10
2641;10
2960;10
3340;10
3831;10
3984;10
3981;10
3987;10
3984;10
3984;10
